,user_id,item_id,recommend,posted year,sentiment_score
4136,76561198047633346,1250,True,2013,0
4136,76561198047633346,374320,True,,0
4136,76561198047633346,211420,True,,0
4136,76561198047633346,349700,True,2015,0
4136,76561198047633346,236430,True,,0
4136,76561198047633346,375510,True,,2
4137,Dantress,263060,True,2015,0
4138,29123,218620,False,,2
4138,29123,333930,True,2015,2
4138,29123,104700,True,2015,0
4138,29123,239140,True,,0
4138,29123,440,True,2014,0
4139,29123,218620,False,,2
4139,29123,333930,True,2015,2
4139,29123,104700,True,2015,0
4139,29123,239140,True,,0
4139,29123,440,True,2014,0
4140,76561198048139138,221380,True,2013,0
4140,76561198048139138,550,True,2013,0
4140,76561198048139138,8930,True,2014,0
4140,76561198048139138,209080,True,2013,0
4141,76561198089191476,440,True,2014,0
4141,76561198089191476,204360,True,2015,0
4142,hardtostopme,318220,True,2014,0
4142,hardtostopme,300380,True,2014,0
4142,hardtostopme,271590,True,2015,0
4142,hardtostopme,303820,True,2015,0
4142,hardtostopme,227300,True,2015,0
4142,hardtostopme,207610,True,2014,0
4142,hardtostopme,263280,True,2014,0
4143,76561198048123785,233860,True,2014,0
4144,captainamerica9662,313120,True,2015,0
4144,captainamerica9662,251570,True,2014,0
4144,captainamerica9662,379720,True,,0
4145,darhmonkey,25980,True,2013,2
4145,darhmonkey,203810,True,2012,0
4146,gftdfc,218620,True,2015,0
4146,gftdfc,293260,True,,0
4146,gftdfc,422400,True,,0
4146,gftdfc,105600,True,2011,0
4146,gftdfc,1250,True,2011,0
4147,DarkDarsi,730,False,,0
4148,76561198074333465,224760,True,2014,0
4149,DarkKnight2599,730,True,2015,0
4149,DarkKnight2599,440,True,2015,0
4149,DarkKnight2599,4000,True,,0
4149,DarkKnight2599,220,True,,0
4149,DarkKnight2599,550,True,,0
4149,DarkKnight2599,252490,True,,0
4150,76561198079314761,227700,True,2014,0
4150,76561198079314761,246700,True,2014,0
4150,76561198079314761,236090,True,2014,0
4150,76561198079314761,237310,True,2014,0
4150,76561198079314761,214970,True,,0
4150,76561198079314761,209540,True,2014,0
4150,76561198079314761,230410,True,2014,0
4151,76561198093167547,105600,True,2013,0
4151,76561198093167547,570,True,2014,0
4151,76561198093167547,4000,True,2014,0
4152,76561198072534476,210770,True,2014,0
4153,76561198078913614,312990,True,2014,0
4153,76561198078913614,550,True,2013,0
4154,Darknight234,730,True,2014,0
4154,Darknight234,218230,True,2013,0
4154,Darknight234,206190,True,2013,0
4154,Darknight234,203850,True,2013,0
4155,Thedarkpotato,250900,True,2014,0
4156,76561198072331629,22380,True,2014,0
4157,darkdraco2704,218620,True,,0
4158,The_Dark_Liger,262060,True,2015,0
4159,Dark_samaCH_PONY,289650,True,2014,0
4159,Dark_samaCH_PONY,282900,True,2015,0
4159,Dark_samaCH_PONY,301760,True,2014,0
4159,Dark_samaCH_PONY,1840,True,2013,0
4160,ImaMemerxxx,359550,True,,0
4160,ImaMemerxxx,314410,True,,0
4161,Jakey_Cee,344760,False,2015,0
4161,Jakey_Cee,351290,False,2015,2
4161,Jakey_Cee,206210,True,2015,0
4161,Jakey_Cee,730,True,2015,0
4161,Jakey_Cee,299860,False,2014,2
4162,DANGERMOOOUSE,22370,True,2013,0
4162,DANGERMOOOUSE,105600,True,2012,0
4162,DANGERMOOOUSE,440,True,2012,0
4163,agenteagle,60,True,2013,2
4163,agenteagle,24240,True,2014,0
4163,agenteagle,30,True,2013,0
4163,agenteagle,323500,True,2014,0
4164,blablabla174,304930,True,,2
4164,blablabla174,570,True,,0
4164,blablabla174,730,True,2015,2
4165,DarthDunsparce,6060,True,2015,2
4165,DarthDunsparce,49520,True,2014,0
4165,DarthDunsparce,319510,False,2015,2
4165,DarthDunsparce,630,True,2015,0
4165,DarthDunsparce,99900,False,2015,0
4165,DarthDunsparce,250900,True,,0
4165,DarthDunsparce,102700,False,2015,2
4165,DarthDunsparce,38830,False,2015,2
4166,DarthRhys,344760,False,2015,2
4166,DarthRhys,383870,True,,0
4166,DarthRhys,570,True,2015,0
4166,DarthRhys,273350,True,2015,0
4167,76561198051313306,238090,True,2014,0
4167,76561198051313306,221100,True,2014,2
4168,darvvin,365670,True,,0
4168,darvvin,239820,True,2015,0
4168,darvvin,368990,False,2015,0
4168,darvvin,218620,False,2015,0
4168,darvvin,319630,True,,0
4168,darvvin,570,True,2014,0
4168,darvvin,4000,True,2014,2
4168,darvvin,730,True,2015,2
4169,dascorpi0n,43160,True,2013,0
4169,dascorpi0n,4000,True,2011,0
4170,Dascuugen,34900,True,,0
4170,Dascuugen,331600,True,2015,2
4170,Dascuugen,211420,True,2014,0
4171,Dwash,49600,True,,0
4171,Dwash,246620,True,2014,0
4171,Dwash,365590,True,,0
4171,Dwash,311210,True,,0
4171,Dwash,359550,True,,0
4171,Dwash,216150,False,2015,2
4171,Dwash,301520,True,2014,0
4172,itsmeDiegoXD,570,True,2014,0
4173,76561198079118839,440,True,2015,0
4174,quickquack,730,True,2015,0
4175,76561198068148027,227300,True,2014,0
4176,76561198089766169,236390,True,2015,0
4177,DerpGaming,730,False,,0
4177,DerpGaming,405170,True,,0
4177,DerpGaming,440,True,2013,0
4178,76561198095943749,440,True,2014,2
4178,76561198095943749,346110,True,,2
4179,76561198072802409,72850,True,2013,0
4179,76561198072802409,65980,True,2014,0
4179,76561198072802409,202170,False,2014,2
4179,76561198072802409,282350,True,2014,0
4179,76561198072802409,304930,True,2014,0
4179,76561198072802409,48700,True,2014,0
4179,76561198072802409,32470,True,2014,0
4180,FDAOP,620,True,2011,0
4180,FDAOP,72850,True,2011,0
4180,FDAOP,55230,True,2011,2
4180,FDAOP,105400,False,2011,2
4180,FDAOP,9180,True,2011,0
4180,FDAOP,91310,False,2011,2
4181,exploderguy,440,True,2012,0
4182,_Daughter_,730,True,2013,0
4182,_Daughter_,252490,True,2014,0
4182,_Daughter_,570,True,2015,0
4183,76561198077728175,1840,True,2014,2
4183,76561198077728175,391460,False,2015,0
4183,76561198077728175,420,True,2014,0
4183,76561198077728175,340,True,2014,0
4183,76561198077728175,220,True,2014,0
4184,76561198079186950,258160,True,2015,0
4185,76561198064372862,322910,True,2015,0
4185,76561198064372862,8870,True,2013,0
4185,76561198064372862,221640,True,2013,2
4186,Dplayedition,218620,True,2014,0
4186,Dplayedition,242760,True,2014,0
4186,Dplayedition,220,True,2014,0
4186,Dplayedition,220240,True,2014,0
4186,Dplayedition,252490,True,2014,0
4186,Dplayedition,227300,True,2015,0
4186,Dplayedition,327410,True,2014,0
4186,Dplayedition,238320,True,2014,0
4187,yourmumshouselolswag420blaze,221380,True,2014,0
4188,voaDs,22380,True,2015,0
4188,voaDs,220,True,2015,0
4188,voaDs,70,True,2015,2
4188,voaDs,4000,True,2015,0
4188,voaDs,240,True,2015,0
4188,voaDs,50,True,2015,0
4188,voaDs,207815,True,2015,2
4189,davidmwilliams,383080,False,2015,0
4189,davidmwilliams,375820,True,2015,0
4189,davidmwilliams,385830,False,2015,2
4190,TechMark,440,True,2015,0
4191,76561198084694331,246580,True,2014,0
4192,NymphIsBae,261640,True,2015,0
4193,dayfoe,250900,True,2014,0
4193,dayfoe,730,True,,0
4193,dayfoe,252490,True,,0
4193,dayfoe,322170,True,2015,0
4194,dazisbored,8870,True,2013,0
4195,golddragon888,730,True,,0
4195,golddragon888,377160,True,,0
4195,golddragon888,304930,True,2015,0
4196,76561198094509661,440,False,2015,0
4197,76561198099350431,50130,True,2014,0
4197,76561198099350431,204100,True,2014,0
4198,76561198016610271,247950,False,2014,0
4198,76561198016610271,288470,True,2014,0
4198,76561198016610271,252950,True,,0
4199,OrangJagoBanget,730,True,2015,0
4200,deadtrooper6424,327890,True,2015,2
4200,deadtrooper6424,441870,True,,0
4200,deadtrooper6424,274190,True,2015,0
4200,deadtrooper6424,244850,True,2014,0
4200,deadtrooper6424,257710,True,2014,2
4200,deadtrooper6424,17300,True,2015,2
4200,deadtrooper6424,259080,True,2015,0
4200,deadtrooper6424,8190,True,2015,2
4200,deadtrooper6424,8870,True,2014,2
4200,deadtrooper6424,4000,True,2013,0
4201,76561198075026598,730,True,2014,0
4202,daelak,236390,False,,2
4202,daelak,223470,True,2015,2
4202,daelak,218620,True,2014,0
4203,76561198066037056,440,True,2014,0
4204,76561198058858525,8190,True,2014,0
4205,76561198037086921,368230,True,2015,2
4205,76561198037086921,252490,True,2014,0
4205,76561198037086921,261030,True,2015,0
4206,Death159951,342260,True,2015,0
4206,Death159951,239140,True,2015,0
4207,DeathHamster_,440,True,2015,0
4208,deathlord549,221100,False,2015,2
4208,deathlord549,440,True,,0
4208,deathlord549,730,True,2015,0
4208,deathlord549,273770,False,,2
4208,deathlord549,239820,True,,0
4208,deathlord549,550,True,,0
4208,deathlord549,242760,True,,2
4208,deathlord549,304930,True,2015,0
4209,76561198048422769,241540,True,2014,2
4210,PingazForDays,311210,True,2015,0
4210,PingazForDays,730,True,2015,0
4210,PingazForDays,49520,True,2013,0
4211,76561198065642311,440,True,2014,0
4212,76561198079557901,730,True,2014,2
4212,76561198079557901,4000,True,2013,0
4212,76561198079557901,550,True,2014,0
4213,TheDecapotato,730,True,2014,0
4213,TheDecapotato,248820,True,2015,0
4213,TheDecapotato,206190,True,2014,0
4213,TheDecapotato,298630,False,2015,2
4214,decnov81,105600,True,2015,0
4215,decronus,257510,True,2015,0
4215,decronus,244850,True,2015,0
4215,decronus,27020,True,2013,0
4216,WarlordPro,24240,True,2014,0
4217,flyinghigherthanakite,219150,True,2014,0
4218,dpskipper,227310,True,,0
4218,dpskipper,252530,False,2015,0
4218,dpskipper,24010,False,2015,0
4218,dpskipper,218620,True,2015,0
4218,dpskipper,239820,True,2014,0
4218,dpskipper,227300,True,2014,0
4219,76561198043580332,242760,True,2015,0
4219,76561198043580332,216150,True,2013,0
4220,SuicidalSpree,287700,True,2015,0
4220,SuicidalSpree,377160,True,,0
4221,defox01,221380,True,2014,0
4221,defox01,620,True,2015,0
4221,defox01,206440,True,2015,0
4221,defox01,72850,True,2014,0
4221,defox01,440,True,2014,0
4221,defox01,234310,True,2014,0
4222,Gillus,4000,True,,0
4223,76561198054977907,570,True,2014,0
4223,76561198054977907,200210,True,,0
4224,76561198097700773,242860,True,,2
4224,76561198097700773,57690,True,2015,0
4225,PandaMessiahFromChina,291550,True,,0
4226,thecoolone3,377160,True,,0
4227,Delirious_Panda,332500,True,2015,2
4227,Delirious_Panda,230410,True,2014,0
4227,Delirious_Panda,1250,True,2014,0
4227,Delirious_Panda,570,True,2014,2
4227,Delirious_Panda,235460,True,,0
4227,Delirious_Panda,730,True,2015,0
4227,Delirious_Panda,221100,True,2014,0
4227,Delirious_Panda,43160,True,2014,0
4227,Delirious_Panda,49520,True,2013,2
4228,dellerd,236850,True,,0
4228,dellerd,218620,True,2014,0
4228,dellerd,246900,True,2015,0
4228,dellerd,259680,True,2014,0
4228,dellerd,210770,True,2013,0
4228,dellerd,238960,True,2013,2
4229,Chinonso2,72850,True,2015,0
4230,76561198061157859,730,True,2014,0
4230,76561198061157859,218680,True,2014,0
4230,76561198061157859,440,True,2014,0
4230,76561198061157859,202970,True,2014,0
4231,aeternum_solus,267600,False,2014,0
4231,aeternum_solus,249380,True,2014,0
4231,aeternum_solus,24010,False,2014,2
4231,aeternum_solus,292180,True,2014,0
4231,aeternum_solus,65980,False,2014,0
4231,aeternum_solus,263280,True,2014,2
4231,aeternum_solus,267610,False,2014,0
4231,aeternum_solus,233450,True,2014,0
4232,majorduck,265930,True,2014,2
4232,majorduck,301640,True,2015,2
4232,majorduck,50300,True,2014,0
4232,majorduck,231430,True,2014,0
4233,Demalice,8930,True,2015,0
4234,76561198061294635,304270,True,2015,0
4234,76561198061294635,239220,False,2015,2
4235,Denroxyou,282440,True,2014,0
4235,Denroxyou,223470,True,2014,0
4235,Denroxyou,730,False,2014,0
4235,Denroxyou,440,False,2013,2
4235,Denroxyou,72850,True,2014,0
4235,Denroxyou,105600,True,2014,0
4235,Denroxyou,4000,True,2013,0
4236,76561198143796448,4000,True,2014,0
4237,denko1,221100,False,2015,0
4237,denko1,4000,True,2014,0
4238,theoriginaldenny,440,True,2014,0
4239,Denzham,240,True,2012,0
4239,Denzham,212200,True,2015,2
4239,Denzham,223470,True,2015,0
4239,Denzham,310370,False,2015,2
4240,TfhuAWGscvg,521570,True,,2
4240,TfhuAWGscvg,391540,True,2015,0
4241,rgnr81,224600,True,2015,0
4241,rgnr81,236510,True,2014,0
4241,rgnr81,730,True,2015,0
4241,rgnr81,239820,True,2013,2
4242,klmao911,304930,True,2014,0
4243,Tomohawk09,730,True,,0
4243,Tomohawk09,242860,True,2013,0
4243,Tomohawk09,236390,True,2013,0
4244,76561198068685888,42960,True,2014,0
4245,Derplexity,570,True,2013,0
4245,Derplexity,440,False,2011,2
4246,IcyGurl,211500,True,2013,0
4247,76561198058177580,410340,True,2015,0
4247,76561198058177580,209160,False,2015,0
4248,SpectreGuy2015,440,True,2015,0
4248,SpectreGuy2015,280740,True,2015,0
4248,SpectreGuy2015,389570,True,,0
4249,76561198089665351,221100,True,2013,0
4250,76561198048633975,440,True,2015,0
4250,76561198048633975,346110,True,,0
4250,76561198048633975,332500,False,2015,0
4251,cycloneblade11,105600,True,2012,0
4252,76561198070519095,72850,True,2013,0
4253,arasuki,391540,True,2015,0
4254,Dessicrater,211820,True,2013,0
4255,alicemurphynudes,730,True,2015,0
4256,76561198126500843,227700,True,2015,0
4257,76561198097638512,48700,True,2014,0
4257,76561198097638512,4000,True,2014,0
4258,DethInvictus,270550,True,2015,0
4259,317984739321,730,True,2014,0
4259,317984739321,252950,True,2015,0
4259,317984739321,440,True,2014,0
4260,eel_deuce,8930,True,2014,0
4261,76561198064109096,45760,True,2014,0
4262,Deus_VuIt,730,True,2015,0
4262,Deus_VuIt,48700,True,2015,0
4262,Deus_VuIt,448370,True,,0
4262,Deus_VuIt,346110,True,,0
4262,Deus_VuIt,310370,True,2015,2
4262,Deus_VuIt,242860,True,2015,2
4262,Deus_VuIt,60,True,2015,0
4262,Deus_VuIt,327640,True,2015,0
4262,Deus_VuIt,300,True,2014,0
4262,Deus_VuIt,212500,True,2013,2
4263,76561198081440969,245130,False,2015,2
4263,76561198081440969,346110,False,,0
4263,76561198081440969,236430,False,2015,0
4263,76561198081440969,367500,True,,0
4263,76561198081440969,225640,False,,2
4263,76561198081440969,335300,False,2015,2
4263,76561198081440969,242760,True,,0
4264,Devilmoo11,311210,True,2015,0
4264,Devilmoo11,8930,True,,0
4264,Devilmoo11,437220,True,,0
4265,devoid,263280,True,2015,0
4266,4563453467436754656677,440,True,2013,0
4267,DewyHQ,413410,True,,0
4268,76561198069279256,301520,False,,2
4268,76561198069279256,275850,False,,2
4268,76561198069279256,207140,True,2015,2
4268,76561198069279256,252950,True,2015,2
4268,76561198069279256,304930,True,2015,0
4268,76561198069279256,730,True,2015,0
4269,deynarian,264710,True,2015,0
4269,deynarian,333930,True,2015,2
4269,deynarian,413150,True,,0
4269,deynarian,319630,True,2015,0
4269,deynarian,218620,True,2014,0
4269,deynarian,230410,True,2014,0
4269,deynarian,248800,True,2013,0
4270,potatomemed123321,367580,True,,2
4270,potatomemed123321,250600,True,,0
4270,potatomemed123321,304930,True,,2
4270,potatomemed123321,304050,False,2015,2
4271,trumpsupporter,304930,True,2015,0
4271,trumpsupporter,440,True,2015,0
4271,trumpsupporter,9010,True,2015,2
4272,edwarddavis,206500,True,2014,0
4272,edwarddavis,391540,True,2015,0
4272,edwarddavis,200210,True,2012,2
4273,BioFlashPC,4000,True,2014,0
4273,BioFlashPC,240,True,2014,2
4273,BioFlashPC,322500,True,,0
4273,BioFlashPC,345200,True,2015,0
4273,BioFlashPC,209650,True,2015,0
4274,sammonchex,12200,True,2015,2
4275,diabz,282440,False,2014,2
4276,76561198029987469,261030,True,2014,0
4277,123456789diamond987654321,227300,True,2013,0
4278,dickrambo,457580,True,,2
4279,tastyniggers69,72850,False,2015,0
4279,tastyniggers69,215280,True,2015,0
4279,tastyniggers69,333930,True,2015,0
4279,tastyniggers69,234140,True,,0
4279,tastyniggers69,113420,True,2012,0
4279,tastyniggers69,200910,True,2011,0
4280,Poopsnugg,241560,True,,2
4280,Poopsnugg,271590,True,2015,0
4280,Poopsnugg,287700,True,2015,0
4280,Poopsnugg,275850,True,,2
4280,Poopsnugg,225840,True,,2
4280,Poopsnugg,218620,True,2015,2
4280,Poopsnugg,333930,True,2015,0
4281,d1ckflip,224600,True,2013,0
4281,d1ckflip,48700,True,2014,0
4281,d1ckflip,233860,True,2013,0
4282,Jollyjawa,230410,True,2014,0
4282,Jollyjawa,391540,True,2015,0
4282,Jollyjawa,570,False,2014,0
4283,Sadtaco,440,True,2014,0
4283,Sadtaco,730,False,,0
4284,BOOTHEGHOSTgaming,50300,True,2014,0
4285,76561198093468239,34900,True,,0
4285,76561198093468239,39140,True,2013,0
4286,76561198100915105,310380,False,,0
4287,76561198037338234,313740,True,2015,0
4287,76561198037338234,370100,False,2015,2
4288,76561198050768793,218620,True,2014,0
4288,76561198050768793,242760,True,2014,0
4289,YumiHayashibiara,304050,True,2015,0
4289,YumiHayashibiara,4000,True,2015,2
4289,YumiHayashibiara,440,True,2014,0
4289,YumiHayashibiara,338000,True,2015,0
4289,YumiHayashibiara,304930,True,2014,0
4290,digirice,250620,True,2014,0
4290,digirice,274290,True,2015,0
4290,digirice,221260,True,2015,0
4290,digirice,323320,True,2015,0
4291,76561198057178277,227860,False,2014,0
4291,76561198057178277,265000,True,,0
4291,76561198057178277,570,True,2013,0
4291,76561198057178277,238960,True,2013,0
4291,76561198057178277,212680,True,2012,0
4291,76561198057178277,17080,True,2012,0
4292,76561198033457836,730,True,2015,0
4292,76561198033457836,225540,True,2015,0
4293,Zirconn,218230,True,2012,0
4294,Dilberto3000,371660,True,,0
4295,76561198059382872,50650,True,2013,0
4296,Dimmerworld,346010,True,2015,0
4296,Dimmerworld,107410,True,2015,2
4296,Dimmerworld,271590,True,2015,2
4296,Dimmerworld,218680,False,2015,0
4296,Dimmerworld,224500,False,2015,0
4296,Dimmerworld,72850,True,2015,0
4296,Dimmerworld,220200,True,2015,0
4296,Dimmerworld,233250,False,2015,0
4296,Dimmerworld,244850,True,2014,0
4297,DimmortalZ,730,True,2014,0
4298,sasnapper,238320,True,2013,2
4299,76561198094455687,230410,True,2014,2
4300,klDINO,550,True,2014,0
4300,klDINO,208090,True,2014,0
4300,klDINO,440,True,2014,0
4300,klDINO,41000,True,2014,2
4300,klDINO,109400,True,2014,0
4300,klDINO,204360,True,2014,0
4300,klDINO,49520,True,2014,0
4300,klDINO,206420,True,2014,0
4301,76561198052090943,322330,True,2015,2
4302,76561198082614655,206190,True,2013,0
4303,76561198055330941,209870,True,2014,0
4304,76561198055330941,209870,True,2014,0
4305,SpiderTheLoko,226700,False,,0
4305,SpiderTheLoko,206210,True,2014,0
4306,Dion123,243870,True,2014,0
4307,GamingDirewolf,440,True,2013,0
4308,76561198045334803,422970,True,,2
4308,76561198045334803,203140,True,2014,0
4309,SassyLemon,8870,True,2014,0
4309,SassyLemon,207610,True,2012,0
4309,SassyLemon,57300,True,2012,0
4309,SassyLemon,8980,True,2012,0
4309,SassyLemon,105600,True,2012,0
4309,SassyLemon,42700,True,2011,0
4310,MattBowles,401920,True,2015,0
4310,MattBowles,35140,True,2015,0
4310,MattBowles,385730,True,,0
4310,MattBowles,200396,True,2015,2
4310,MattBowles,202181,False,2014,2
4310,MattBowles,246900,True,,2
4310,MattBowles,225540,False,2015,0
4310,MattBowles,24740,True,2015,2
4310,MattBowles,271590,True,2015,0
4311,Discoflw,204360,True,,0
4311,Discoflw,201790,True,2015,0
4311,Discoflw,105600,True,2015,0
4311,Discoflw,252490,True,2014,0
4312,76561198046311245,22370,True,2015,0
4313,76561198086936067,314160,True,2015,0
4314,DisturbedDope23,730,True,2015,0
4315,291129112911291129112911,21100,True,2012,2
4316,20041213,304930,False,2014,0
4316,20041213,205100,True,2014,0
4316,20041213,440,True,2014,0
4317,Dividolp,113200,True,2013,0
4318,76561198070343396,221260,True,2013,2
4319,patrik3029,440,True,2015,0
4320,DjSingularity,440,True,2015,0
4321,76561198097976037,17500,True,,2
4321,76561198097976037,730,True,2015,0
4322,djnemonic,274170,True,2015,0
