,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
93292,FINAL FANTASY VI,382900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
93293,Super Slam Dunk Touchdown,388260,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015
93294,Sinless + OST,340320,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93295,Waves 2,217120,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93303,River City Super Sports Challenge ~All Stars Special~,326340,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015
93305,MetaHuman Inc.,426330,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93307,In The Dead Of Night - Urszula's Revenge,416430,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93309,liteCam Game 5:  120 FPS Game Capture + Streamer,428800,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2015
93311,Mines of Mars,413740,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93312,The Withering,427950,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2015
93313,Dinosaur Hunt - Dragon Hunter Expansion Pack,408102,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93314,The fall of gods,424170,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93315,Goodnight Butcher,426040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93316,Retaliation,418280,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93318,Cards and Castles,360730,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2015
93319,The Room of Black &amp; White,402000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93320,Swapperoo,410150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93321,Frizzy,391100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93323,Hatch and Slay,428760,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93326,Our Nation's Miner,360040,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93335,Valzar,405810,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93337,Resilience: Wave Survival,429490,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93338,Adventure in the Tower of Flight,368830,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93344,Bionite: Origins,414770,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93345,Gridworld,396890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93346,Solitaire Christmas. Match 2 Cards,428510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93347,Steel Ocean - Repulse Package,430110,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2015
93348,Steel Ocean - Original SoundTrack Vol.1,398310,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2015
93349,12 Labours of Hercules IV: Mother Nature (Platinum Edition),396800,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93350,Taimumari — Soundtrack,376230,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93351,Астролорды: Оружие Пришельцев,431060,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2015
93352,Aстролорды: Опытный строитель,431050,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2015
93354,Elysium: Blood Games,430080,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2016
93355,What's under your blanket !?,432020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93356,Strawberry Vinegar Original Soundtrack,432510,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93357,Strawberry Vinegar,407340,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93358,The Sad Story of Emmeline Burns,429940,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93359,Suits: A Business RPG,410670,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93360,Kung Fu Panda Showdown of Legendary Legends,369230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93361,FSX: Steam Edition - Extra 300S Add-On,379570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93363,Kung Fu Panda: Bao and Panda Vista,413800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93364,Kung Fu Panda: Kai and Master's Garden,413811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93365,Kung Fu Panda: Master Chicken and Li,413810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93366,Squirbs,429700,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93367,The Growth Journey,416610,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93368,Divergence: Online,422940,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2016
93369,Train Simulator: DB BR 474.3 EMU Add-On,325987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93370,Train Simulator: Hamburg-Lübeck Railway Route Add-On,325988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93372,MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,429901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93373,MX vs. ATV Supercross Encore - KTM 450 SX ATV,429902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93374,MX vs. ATV Supercross Encore - Supercross Track Pack 1,420890,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93375,MX vs. ATV Supercross Encore - Supercross Track Pack 2,421160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93376,MX vs. ATV Supercross Encore - Supercross Track Pack 3,421161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93377,Sniper Tactical,374170,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93378,MX vs. ATV Supercross Encore - Supercross Track Pack 4,421162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93379,a Family of Grave Diggers,383020,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93380,Feed and Grow: Fish,429050,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93381,Dead TrailZ,349150,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93382,Punch Club,394310,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93383,Chiptune Champion,372690,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93385,Space Pilgrim Episode II: Epsilon Indi,431710,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93388,GGXrd Character Unlock - ELPHELT VALENTINE,419471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93389,GGXrd Character Unlock - SIN KISKE,419470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93390,GGXrd Character Unlock - LEO WHITEFANG,419472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93391,Wooden Floor 2 - Resurrection,433790,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93392,Ground Breakers,376250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93393,Forbidden Planet,434610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
93394,Elansar,435070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
93395,Pixel Survivors,342970,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93396,Dark Night,434150,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93397,The Great Escape,434800,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93400,Philia : the Sequel to Elansar,435080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
93401,Tharsis,323060,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93402,"That Dragon, Cancer",419460,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93404,Assassin’s Creed® Chronicles: India,359610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93406,New York Mysteries: High Voltage,392970,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93407,FSX: Steam Edition - World Environment 2012 Add-On,379562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93408,FSX: Steam Edition - HD Airport Graphics Add-On,379560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93409,FSX: Steam Edition - Natural Tree Environment X Add-On,379561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93410,"J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold",360340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93411,3DRPG,431840,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93418,Eight Mini Racers,434890,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
93420,Space Grunts,371430,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93421,Deadhunt,435250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
93422,Big Action Mega Fight!,357120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93423,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,434940,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93424,TANE DLC: BNSF Railway EMD SD70MAC Executive Patch,404214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93425,TANE DLC: Amtrak P42DC - Phase V,404982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93426,TANE DLC: BNSF GE Dash-9 44CW Warbonnet,404217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93427,TANE DLC: Blue Comet,404211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93428,TANE DLC: CSX EMD SD60,404218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93429,TANE DLC: SNCF - AGC Languedoc,430220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93430,TANE DLC: Chinese Electric SS4 Locomotive Pack,404210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93431,Boss Monster: Power-Up Pack,363251,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93432,Energy Cycle,415960,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93435,Endica VII The Dream King,343150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93436,LoveBeat,354290,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2016
93437,DARIUSBURST Chronicle Saviours - Darius Odyssey Digital Guidebook,431350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93438,Pro Basketball Manager 2016,347060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016
93439,Zombie Wars: Invasion,429060,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93440,Wilson Chronicles,313240,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
93441,WarBirds Dogfights 2016,433130,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2016
93442,Knights of Pen and Paper 2 - Here Be Dragons,420640,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
93443,Tyler,390460,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93444,Goat Simulator: PAYDAY,425840,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93445,boxlife,314370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93447,Rush for gold: Alaska,435140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
93448,BATTLE PIXELS,434500,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93449,Nordenfelt,428740,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93450,Masked Shooters 2,434250,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93453,Oxenfree,388880,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93455,Pixel Z - Gun Day,434380,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2016
93456,TS Marketplace: Renewable Energy Pack,326025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93457,Train Simulator: BR Class 40 '40145' Loco Add-On,325965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93459,"Kivi, Toilet and Shotgun",428950,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93460,Stop Online - Battle of Words,406310,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93461,TS Marketplace: Class 375 Southeastern Livery Pack Add-On,326024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93462,Dragon's Dogma: Dark Arisen,367500,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93463,Sol 0: Mars Colonization,387370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93465,Dragon's Dogma: Dark Arisen Masterworks Collection Soundtrack,422220,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93466,Qasir al-Wasat: International Edition,296030,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93467,Tales of Zestiria - Pre-order items,382460,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93468,Zipple World,433110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93469,A Boy and His Blob,281200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93471,Astro Lords: Oort Cloud,372190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
93474,INFRA,251110,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93476,Puzzle Sages,401210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
93479,No Turning Back: The Pixel Art Action-Adventure Roguelike,358080,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93480,Catacombs of the Undercity,352440,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93481,House of Hell,419810,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93482,To Burn in Memory,434120,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
93483,Drawn™: Dark Flight,433360,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93485,Cloney,400030,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014
93487,Scrap Mechanic,387990,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93488,Marcus Level,417480,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93489,Retaliation: Enemy Mine,385810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
93490,VIOLET: Space Mission,435780,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93491,Geek Resort,370560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93492,Six Sides of the World,384480,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93495,Homeworld: Deserts of Kharak,281610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
93496,Homeworld: Deserts of Kharak - Soundtrack,436550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
93497,Crudelis,424010,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93499,Sven Co-op,225840,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1999
93500,Dog Fight,362370,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93501,GameGuru - Sci-Fi Mission to Mars Pack,404570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93507,Pills4Skills,427770,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93508,World's Dawn,432010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
93509,Knight Online,389430,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
93510,Ultimate Rock Crawler,400880,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2016
93512,C. Kane,385030,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93513,Incredible Dracula: Chasing Love Collector's Edition,435040,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93514,Rescue From Goblin Deep,433830,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93516,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,423700,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
93517,Habitat,299340,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93518,FSX: Steam Edition - Grumman F11F-1 Tiger Add-On,379556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93520,FSX: Steam Edition - Northrop F-5E Tiger II Add-On,379557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93521,The Witness,210970,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93526,LEGO® MARVEL's Avengers,405310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93533,Age of Mythology EX: Tale of the Dragon,355960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
93534,AIPD - Artificial Intelligence Police Department,390930,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93535,AIPD - Soundtrack,394040,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93536,Midnight,431460,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93537,Duplexer,430240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93538,Arctic alive,436860,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93540,Medieval Playground,435230,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93541,MOAI 3: Trade Mission Collector's Edition,437060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93542,Operation: Matriarchy,435420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
93543,Defunct,359350,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
93545,Perraw - FPS Clone War Alpha,409340,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93546,Kung Fu Panda: Armored Mr. Ping and Jombie Oogway,413814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93547,"Kung Fu Panda: Jombie Monkey, Jombie Shifu, Jombie Crane",413817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93549,Blood and Bacon,434570,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93550,Star Rogue,438440,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93551,Time of Dragons,353130,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2016
93552,Spellweaver,429680,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2016
93553,Aveyond 4: Shadow of the Mist,433920,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93554,Dead6hot,438030,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93555,Breakneck - Soundtrack,433640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93556,Sydney's World,362160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93558,Pocket Rumble,389050,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93559,Tales of Symphonia,372360,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93560,Asdivine Hearts,406110,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93561,Islet Online,428180,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2016
93562,Horror in the Asylum,428210,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93563,Crash Landing,433120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93564,Feesh,415240,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93565,RHEM IV: The Golden Fragments SE,391510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93566,Hieroglyphika,434880,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
93567,Godus Wars,422420,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93568,planktOs,330500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93569,FSX: Steam Edition - Embraer ERJ 135LR &amp; 145XR Add-On,379567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93570,FSX: Steam Edition - Embraer ERJ 145LR Add-On,379566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93571,Infinitesimal Point,438360,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93572,Fortified,334210,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93573,Hubert's Island Adventure: Mouse o' War,431610,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
93575,IMSCARED,429720,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93576,Nebula Online - (Game + OST),441810,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2016
93577,Queen At Arms,362020,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93578,Mystery Case Files®: Escape from Ravenhearst™,438560,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93580,TANE DLC: Laaers Car Transporter,438390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93581,Valhalla Hills: Two-Horned Helmet Edition Upgrade,425530,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93582,Valhalla Hills: Sand of the Damned DLC,437430,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93583,TS Marketplace: GWR 40t Coal Wagon Pack,326027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93585,Dispatcher - Soundtrack,441240,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93586,Racecraft,346610,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2016
93587,Tap Tap Legions - Epic battles within 5 seconds!,440740,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016
93590,Northern Tale,417410,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
93591,Downfall,364390,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93592,Men of Valor,411330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
93593,Soccer Manager,438600,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,2016
93594,Super Bomb Rush! - Official Soundtrack,432580,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
